time_code,temperature,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_y,mag_x,mag_z,roulis,tangage,lacet,compteur,status[0],status[1],status[2],status[3],status[4],status[5],status[6],status[7],time_code_sec,Gyr X,Gyr Y,Gyr Z,Acc Z corrigé
2017/04/26 - 13:30:14:76,27.875,0.47851,-1.38297,-6.1475,-0.02541,-0.03917,0.97129,0.21935,-0.53015,1.23352,-74.81595,69.08661,-16.27551,0,1,1,1,0,0,1,0,1,48614.75,-1.4558857574274218,-2.2442756835274347,55.65081768326173,-6.1275
2017/04/26 - 13:30:14:77,27.875,-0.02813,-1.48167,-5.42482,-0.02522,-0.03122,0.97763,0.21984,-0.52709,1.23383,-74.70782,69.65604,-16.10201,0,1,1,1,0,0,1,0,1,48614.76,-1.444999559319936,-1.7887742363984303,56.01407292537467,-5.404820000000001
2017/04/26 - 13:30:14:78,27.875,0.12621,-1.50397,-5.74723,-0.00753,-0.03221,0.983,0.21864,-0.52013,1.23448,-74.24578,70.19337,-15.60538,0,1,1,1,0,0,1,0,1,48614.77,-0.4314372197335099,-1.8454970581163819,56.32175126135992,-5.7272300000000005
2017/04/26 - 13:30:14:79,27.875,0.35187,-1.19669,-7.11785,-0.00439,-0.03209,0.97576,0.21886,-0.51457,1.23635,-74.09756,70.76101,-15.40563,0,1,1,1,0,0,1,0,1,48614.78,-0.2515284720624314,-1.8386215645748119,55.9069298176852,-7.09785
2017/04/26 - 13:30:14:80,27.875,0.13909,-2.27718,-5.75663,0.00297,-0.01966,0.96866,0.21779,-0.50928,1.23596,-73.6099,71.29057,-14.89165,0,1,1,1,0,0,1,0,1,48614.79,0.1701684651538545,-1.1264350252271984,55.50012978314232,-5.736630000000001
2017/04/26 - 13:30:14:81,27.875,-0.16919,-2.20214,-5.14278,-0.01107,-0.00722,0.97403,0.21776,-0.50385,1.23594,-73.4752,71.86041,-14.70585,0,1,1,1,0,0,1,0,1,48614.8,-0.6342642792098213,-0.41367552808445435,55.80780811912757,-5.1227800000000006
2017/04/26 - 13:30:14:82,27.875,0.1698,-1.8501,-6.47616,-0.03266,-0.02657,0.96056,0.21889,-0.49829,1.2363,-72.95,72.38248,-14.13424,0,1,1,1,0,0,1,0,1,48614.81,-1.8712801588972687,-1.5223488616625973,55.036033969086354,-6.456160000000001
2017/04/26 - 13:30:14:83,27.875,-0.32466,-2.34824,-6.37572,-0.04674,-0.02743,0.95977,0.21782,-0.49258,1.23692,-72.77345,72.94034,-13.88666,0,1,1,1,0,0,1,0,1,48614.82,-2.6780047344414677,-1.5716232320438481,54.99077030327102,-6.355720000000001
2017/04/26 - 13:30:14:84,27.875,0.12327,-1.67172,-5.48656,-0.03967,-0.01403,0.95424,0.21804,-0.48645,1.23654,-72.2198,73.45889,-13.28448,0,1,1,1,0,0,1,0,1,48614.83,-2.2729235732839754,-0.8038597865685451,54.67392464256368,-5.46656
2017/04/26 - 13:30:14:85,27.875,0.27807,-0.67178,-5.52731,-0.04324,-0.01054,0.96669,0.21878,-0.47991,1.23565,-72.02554,74.02254,-13.02432,0,1,1,1,0,0,1,0,1,48614.84,-2.4774695061456797,-0.6038975160678878,55.38725709750155,-5.50731
2017/04/26 - 13:30:14:86,27.875,-0.06261,-0.69724,-6.34272,-0.0187,-0.01932,0.95424,0.219,-0.47518,1.23638,-71.38231,74.53768,-12.34486,0,1,1,1,0,0,1,0,1,48614.85,-1.0714310768946396,-1.1069544601927506,54.67392464256368,-6.32272
2017/04/26 - 13:30:14:87,27.875,0.02236,-0.81363,-5.75128,-0.01855,-0.01758,0.95602,0.21975,-0.47059,1.23646,-71.11513,75.09315,-12.02749,0,1,1,1,0,0,1,0,1,48614.86,-1.0628367099676772,-1.0072598038399871,54.77591113009696,-5.731280000000001
2017/04/26 - 13:30:14:88,27.875,0.28621,-1.53156,-6.67982,-0.01861,-0.01241,0.96675,0.21867,-0.46461,1.23835,-70.3942,75.61325,-11.27125,0,1,1,1,0,0,1,0,1,48614.87,-1.066274456738462,-0.7110406237573516,55.39069484427234,-6.659820000000001
2017/04/26 - 13:30:14:89,27.875,-0.3892,-1.36225,-6.44016,-0.02752,-0.01752,0.95253,0.21787,-0.45932,1.23834,-70.07018,76.16528,-10.8938,0,1,1,1,0,0,1,0,1,48614.88,-1.5767798522000256,-1.0038220570692022,54.5759488595963,-6.42016
2017/04/26 - 13:30:14:90,27.875,0.14051,-1.71637,-5.72639,-0.02841,0.00033,0.94164,0.22015,-0.45376,1.23856,-69.30404,76.67075,-10.08879,0,1,1,1,0,0,1,0,1,48614.89,-1.627773095966669,0.018907607239317167,53.95199782069884,-5.706390000000001
2017/04/26 - 13:30:14:91,27.875,-0.28228,-1.21408,-5.68233,-0.05155,0.01471,0.93982,0.22193,-0.44791,1.23677,-69.00189,77.22069,-9.72362,0,1,1,1,0,0,1,0,1,48614.9,-2.9535974338993936,0.842820916637441,53.847719501985026,-5.662330000000001
2017/04/26 - 13:30:14:92,27.875,-0.38434,-0.23533,-5.7845,-0.04198,0.01834,0.93888,0.22214,-0.44235,1.2389,-68.17763,77.72475,-8.85453,0,1,1,1,0,0,1,0,1,48614.91,-2.405276823959196,1.0508045962699297,53.793861469242735,-5.764500000000001
2017/04/26 - 13:30:14:93,27.875,0.28523,-0.24492,-6.15657,-0.04382,0.01652,0.93967,0.22288,-0.43623,1.23952,-67.78843,78.27329,-8.40861,0,1,1,1,0,0,1,0,1,48614.92,-2.510701058263267,0.94652627755612,53.83912513505807,-6.136570000000001
2017/04/26 - 13:30:14:94,27.875,0.32986,0.09521,-5.9619,-0.01625,0.01455,0.95311,0.22233,-0.4301,1.23788,-66.78748,78.77963,-7.37768,0,1,1,1,0,0,1,0,1,48614.93,-0.9310564170875878,0.8336535919153478,54.60918041171389,-5.9419
2017/04/26 - 13:30:14:95,27.875,0.11263,0.08659,-5.39796,-0.02062,0.01818,0.94686,0.22437,-0.42594,1.23845,-66.26306,79.32986,-6.81149,0,1,1,1,0,0,1,0,1,48614.94,-1.1814389735597575,1.0416372715478368,54.25108178975713,-5.377960000000001
2017/04/26 - 13:30:14:96,27.875,-0.0097,-0.45837,-5.4445,-0.02947,0.01293,0.93796,0.22548,-0.41829,1.23822,-65.10352,79.82198,-5.61525,0,1,1,1,0,0,1,0,1,48614.95,-1.688506622250536,0.7408344291041544,53.741149352090694,-5.4245
2017/04/26 - 13:30:14:97,27.875,-0.17389,-0.58976,-6.54979,-0.03148,0.02183,0.94154,0.22558,-0.41467,1.2398,-64.4454,80.36681,-4.91112,0,1,1,1,0,0,1,0,1,48614.96,-1.8036711390718316,1.2507668667705871,53.946268242747536,-6.52979
2017/04/26 - 13:30:14:98,27.875,-0.87273,0.02606,-6.08861,-0.04221,0.05042,0.94151,0.22697,-0.40883,1.23839,-63.1747,80.8629,-3.59859,0,1,1,1,0,0,1,0,1,48614.97,-2.4184548532472046,2.8888532030496106,53.944549369362136,-6.0686100000000005
2017/04/26 - 13:30:14:99,27.8125,-0.01247,0.04007,-4.87817,-0.04909,0.05916,0.93771,0.22844,-0.40512,1.2389,-62.44926,81.41113,-2.82044,0,1,1,1,0,0,1,0,1,48614.98,-2.812649816297211,3.38961831599395,53.72682540721243,-4.85817
2017/04/26 - 13:30:15:00,27.8125,0.84476,0.21367,-5.83411,-0.05124,0.06108,0.9232,0.23072,-0.39761,1.23891,-60.96764,81.89269,-1.29322,0,1,1,1,0,0,1,0,1,48614.99,-2.935835742250338,3.4996262126590683,52.8954636464776,-5.81411
2017/04/26 - 13:30:15:01,27.8125,0.58332,0.58292,-6.90067,-0.04956,0.03086,0.92512,0.23224,-0.39414,1.23985,-59.8966,82.4213,-0.1701,0,1,1,1,0,0,1,0,1,48615.0,-2.83957883266836,1.7681477557737204,53.00547154314272,-6.88067
2017/04/26 - 13:30:15:02,27.8125,0.99456,0.56808,-5.5487,-0.04392,0.02542,0.92688,0.23414,-0.38886,1.23943,-57.87642,82.88265,1.89223,0,1,1,1,0,0,1,0,1,48615.01,-2.516430636214576,1.4564587152225528,53.10631211508574,-5.528700000000001
2017/04/26 - 13:30:15:03,27.8125,0.57578,0.25434,-6.19868,-0.03687,0.01119,0.92612,0.23436,-0.38274,1.23981,-56.29724,83.39583,3.51521,0,1,1,1,0,0,1,0,1,48615.02,-2.112495390647345,0.6411397727513912,53.0627673226558,-6.178680000000001
2017/04/26 - 13:30:15:04,27.8125,0.33487,0.02898,-6.41279,-0.04744,0.01291,0.93423,0.23741,-0.37524,1.23968,-53.61552,83.83739,6.24106,0,1,1,1,0,0,1,0,1,48615.03,-2.7181117801006254,0.7396885135138928,53.527436094506896,-6.392790000000001
2017/04/26 - 13:30:15:05,27.8125,-0.05744,-0.36524,-5.86985,-0.05441,0.01829,0.93071,0.23842,-0.37106,1.23812,-51.40781,84.33804,8.5009,0,1,1,1,0,0,1,0,1,48615.04,-3.1174633633068094,1.0479398072942758,53.32575495062085,-5.84985
2017/04/26 - 13:30:15:06,27.8125,0.49559,0.25291,-5.71691,-0.05454,0.02548,0.92518,0.24083,-0.36495,1.23973,-47.94647,84.75063,12.00941,0,1,1,1,0,0,1,0,1,48615.05,-3.12491181464351,1.4598964619933374,53.008909289913504,-5.696910000000001
2017/04/26 - 13:30:15:07,27.8125,0.72299,0.78183,-5.57882,-0.04749,0.0237,0.92512,0.24143,-0.35828,1.24024,-44.7772,85.2233,15.22502,0,1,1,1,0,0,1,0,1,48615.06,-2.7209765690762793,1.357909974460051,53.00547154314272,-5.558820000000001
2017/04/26 - 13:30:15:08,27.8125,0.39283,0.37588,-6.0223,-0.04043,0.01659,0.92344,0.2436,-0.35397,1.23943,-39.99849,85.58593,20.04242,0,1,1,1,0,0,1,0,1,48615.07,-2.3164683657139182,0.9505369821220357,52.909214633560744,-6.002300000000001
2017/04/26 - 13:30:15:09,27.8125,1.18102,0.50851,-6.08089,-0.04042,0.00056,0.91977,0.24408,-0.34897,1.24028,-35.19133,85.99795,24.89054,0,1,1,1,0,0,1,0,1,48615.08,-2.3158954079187875,0.0320856365273261,52.698939122747724,-6.0608900000000006
2017/04/26 - 13:30:15:10,27.8125,1.35986,0.76385,-5.69468,-0.02974,-0.00655,0.91618,0.24521,-0.34508,1.24123,-28.56061,86.27078,31.55347,0,1,1,1,0,0,1,0,1,48615.09,-1.7039764827190682,-0.3752873558106892,52.49324727429576,-5.67468
2017/04/26 - 13:30:15:11,27.8125,0.5744,0.54147,-5.95769,-0.02465,-0.00098,0.89838,0.24865,-0.33855,1.24222,-21.75142,86.59047,38.39274,0,1,1,1,0,0,1,0,1,48615.1,-1.4123409649974792,-0.056149863922820675,51.4733823989629,-5.937690000000001
2017/04/26 - 13:30:15:12,27.8125,1.19681,0.72825,-6.07911,-0.03538,0.00971,0.89821,0.249,-0.33312,1.24157,-13.3469,86.74948,46.83179,0,1,1,1,0,0,1,0,1,48615.11,-2.0271246791728528,0.5563420190720294,51.46364211644567,-6.05911
2017/04/26 - 13:30:15:13,27.8125,0.50873,0.11575,-5.54738,-0.038,0.02228,0.88756,0.25078,-0.32784,1.24166,-4.4611,86.94921,55.75355,0,1,1,1,0,0,1,0,1,48615.12,-2.177239621497128,1.2765499675514742,50.853442064631345,-5.527380000000001
2017/04/26 - 13:30:15:14,27.8125,0.93106,0.71861,-5.18391,-0.03536,0.02584,0.88745,0.25437,-0.32452,1.24145,5.08974,86.95923,65.33818,0,1,1,1,0,0,1,0,1,48615.13,-2.025978763582591,1.480522942618047,50.8471395288849,-5.1639100000000004
2017/04/26 - 13:30:15:15,27.8125,1.01285,1.09922,-5.71347,-0.03369,0.00281,0.88033,0.2564,-0.32035,1.24151,14.94217,86.97806,75.2225,0,1,1,1,0,0,1,0,1,48615.14,-1.9302948117957432,0.16100114043176134,50.439193578751755,-5.6934700000000005
2017/04/26 - 13:30:15:16,27.8125,1.24534,0.37345,-6.52898,-0.01691,-0.0062,0.88216,0.25817,-0.31437,1.24162,23.69274,86.80503,83.99566,0,1,1,1,0,0,1,0,1,48615.15,-0.9688716315662221,-0.3552338329811104,50.54404485526071,-6.50898
2017/04/26 - 13:30:15:17,27.8125,1.8852,0.84568,-5.99479,-0.00878,-0.00637,0.89459,0.25699,-0.31061,1.24195,32.5628,86.65121,92.88206,0,1,1,1,0,0,1,0,1,48615.16,-0.5030569441248628,-0.36497411549833436,51.256231394608314,-5.9747900000000005
2017/04/26 - 13:30:15:18,27.8125,0.91708,0.64345,-5.3327,-0.00684,-0.0258,0.88229,0.25966,-0.30562,1.24229,39.09708,86.34106,99.4325,0,1,1,1,0,0,1,0,1,48615.17,-0.39190313186948306,-1.478231111437524,50.5514933065974,-5.3127
2017/04/26 - 13:30:15:19,27.8125,0.50777,0.50904,-5.31676,0.00548,-0.02039,0.87518,0.26247,-0.30131,1.2421,45.73021,86.06808,106.07198,0,1,1,1,0,0,1,0,1,48615.18,0.3139808717316911,-1.1682609442717484,50.14412031425938,-5.296760000000001
2017/04/26 - 13:30:15:20,27.8125,0.58891,0.64265,-6.66863,0.00154,-0.00608,0.8733,0.26398,-0.29506,1.24347,50.32235,85.69198,110.67514,0,1,1,1,0,0,1,0,1,48615.19,0.08823550045014678,-0.34835833943954053,50.036404248774794,-6.648630000000001
2017/04/26 - 13:30:15:21,27.8125,0.37907,0.19482,-6.22854,-0.00187,-0.00608,0.87157,0.26576,-0.29145,1.24378,55.28195,85.35071,115.64403,0,1,1,1,0,0,1,0,1,48615.2,-0.10714310768946395,-0.34835833943954053,49.937282550217155,-6.20854
2017/04/26 - 13:30:15:22,27.8125,0.60099,0.50954,-5.57236,-3e-05,-0.02374,0.85725,0.26882,-0.28603,1.24286,58.29378,84.93094,118.66676,0,1,1,1,0,0,1,0,1,48615.21,-0.0017188733853924698,-1.3602018056405745,49.11680698758982,-5.55236
2017/04/26 - 13:30:15:23,27.875,0.9731,0.8534,-4.88524,0.02314,-0.00609,0.87778,0.27117,-0.28139,1.24451,62.03114,84.53943,122.39781,0,1,1,1,0,0,1,0,1,48615.22,1.325824337932725,-0.34893129723467137,50.293089340993404,-4.86524
2017/04/26 - 13:30:15:24,27.875,1.17724,0.77965,-5.69574,0.03354,-0.03436,0.85634,0.27217,-0.27652,1.24334,64.08963,84.09198,124.4472,0,1,1,1,0,0,1,0,1,48615.23,1.921700444868781,-1.9686829840695088,49.06466782823291,-5.67574
2017/04/26 - 13:30:15:25,27.875,1.00633,0.49723,-6.94022,0.044,-0.03975,0.86088,0.27524,-0.27389,1.24462,66.76527,83.67138,127.10213,0,1,1,1,0,0,1,0,1,48615.24,2.521014298575622,-2.2775072356450226,49.32479066722231,-6.9202200000000005
2017/04/26 - 13:30:15:26,27.875,0.77726,0.71853,-5.03365,0.06023,-0.02732,0.85909,0.27664,-0.26985,1.24406,68.29406,83.20958,128.60629,0,1,1,1,0,0,1,0,1,48615.25,3.4509248000729484,-1.565320696297409,49.22223122189389,-5.01365
2017/04/26 - 13:30:15:27,27.875,0.48814,0.09103,-5.07909,0.05415,-0.01677,0.86989,0.27869,-0.26764,1.24472,70.50597,82.77004,130.79111,0,1,1,1,0,0,1,0,1,48615.26,3.102566460633408,-0.9608502224343906,49.84102564063519,-5.05909
2017/04/26 - 13:30:15:28,27.875,0.40647,-0.24549,-6.17082,0.04599,-0.03975,0.85655,0.27878,-0.26319,1.24607,71.57033,82.29768,131.83803,0,1,1,1,0,0,1,0,1,48615.27,2.635032899806656,-2.2775072356450226,49.07669994193066,-6.15082
2017/04/26 - 13:30:15:29,27.875,0.51081,0.32869,-5.80869,0.05471,-0.0095,0.85908,0.28107,-0.25763,1.24566,73.37049,81.8516,133.60956,0,1,1,1,0,0,1,0,1,48615.28,3.134652097160734,-0.544309905374282,49.22165826409876,-5.788690000000001
2017/04/26 - 13:30:15:30,27.875,1.24108,0.56559,-5.30529,0.04952,-0.02373,0.85542,0.28286,-0.25402,1.24572,74.22481,81.37643,134.44447,0,1,1,1,0,0,1,0,1,48615.29,2.837287001487837,-1.3596288478454437,49.01195571108088,-5.285290000000001
2017/04/26 - 13:30:15:31,27.875,1.46204,-0.29802,-5.74042,0.05846,-0.03278,0.86085,0.28695,-0.24958,1.24779,75.63286,80.91576,135.81946,0,1,1,1,0,0,1,0,1,48615.3,3.3495112703347925,-1.8781556524388383,49.32307179383692,-5.720420000000001
2017/04/26 - 13:30:15:32,27.875,0.9938,-0.15134,-5.80773,0.05759,-0.03455,0.86361,0.28757,-0.24596,1.24635,76.26831,80.43029,136.43002,0,1,1,1,0,0,1,0,1,48615.31,3.299663942158411,-1.979569182176994,49.481208145293024,-5.787730000000001
2017/04/26 - 13:30:15:33,27.875,0.77595,0.23347,-5.05084,0.06566,-0.04514,0.85561,0.29013,-0.24263,1.24665,77.41102,79.96409,137.53352,0,1,1,1,0,0,1,0,1,48615.32,3.7620408828289853,-2.586331487220536,49.022841909188365,-5.03084
2017/04/26 - 13:30:15:34,27.875,0.66822,-0.09671,-5.78121,0.06907,-0.05221,0.85029,0.29281,-0.23917,1.24796,77.85393,79.48122,137.94347,0,1,1,1,0,0,1,0,1,48615.33,3.9574194909685962,-2.991412648378028,48.71802836217877,-5.76121
2017/04/26 - 13:30:15:35,27.875,0.45859,-0.20826,-6.06597,0.06551,-0.0416,0.85925,0.2951,-0.23375,1.2483,78.84421,79.00863,138.89348,0,1,1,1,0,0,1,0,1,48615.34,3.7534465159020227,-2.3835044277442243,49.231398546615985,-6.0459700000000005
2017/04/26 - 13:30:15:36,27.875,-0.09237,-0.27601,-5.44992,0.06209,-0.04155,0.85666,0.29752,-0.22931,1.24862,79.22208,78.52169,139.24249,0,1,1,1,0,0,1,0,1,48615.35,3.5574949499672814,-2.3806396387685704,49.0830024776771,-5.42992
2017/04/26 - 13:30:15:37,27.875,0.18791,-0.59533,-5.57516,0.06136,-0.03999,0.87365,0.29998,-0.22917,1.24672,80.08872,78.03729,140.07008,0,1,1,1,0,0,1,0,1,48615.36,3.5156690309227314,-2.291258222728162,50.05645777160437,-5.555160000000001
2017/04/26 - 13:30:15:38,27.875,0.73294,-0.23471,-5.46061,0.0711,-0.04007,0.87714,0.30212,-0.22236,1.24784,80.40884,77.53761,140.35597,0,1,1,1,0,0,1,0,1,48615.37,4.073729923380153,-2.295841885089209,50.25642004210503,-5.44061
2017/04/26 - 13:30:15:39,27.875,0.32846,-0.24604,-5.92265,0.08153,-0.03993,0.86645,0.30312,-0.21764,1.24831,81.17532,77.0541,141.07034,0,1,1,1,0,0,1,0,1,48615.38,4.671324903701602,-2.287820475957377,49.64392815911018,-5.90265
2017/04/26 - 13:30:15:40,27.875,0.75885,-0.30925,-5.82768,0.07987,-0.05864,0.86466,0.30594,-0.21487,1.24885,81.391,76.55885,141.24489,0,1,1,1,0,0,1,0,1,48615.39,4.576213909709885,-3.3598245106471474,49.54136871378176,-5.80768
2017/04/26 - 13:30:15:41,27.875,0.47282,-0.52219,-5.25874,0.07643,-0.04709,0.86647,0.3085,-0.21126,1.24814,82.0524,76.07236,141.85526,0,1,1,1,0,0,1,0,1,48615.4,4.379116428184882,-2.6980582572710468,49.64507407470044,-5.238740000000001
2017/04/26 - 13:30:15:42,27.875,0.04681,-0.95998,-5.17452,0.08622,-0.0471,0.86478,0.31091,-0.20738,1.25148,82.25564,75.5774,142.01396,0,1,1,1,0,0,1,0,1,48615.41,4.940042109617958,-2.6986312150661775,49.54824420732333,-5.154520000000001
2017/04/26 - 13:30:15:43,27.875,-0.276,-1.01471,-6.29045,0.07795,-0.03809,0.8612,0.31373,-0.20349,1.25053,82.86611,75.0927,142.57169,0,1,1,1,0,0,1,0,1,48615.42,4.466206013044768,-2.1823962416533056,49.343125316666494,-6.27045
2017/04/26 - 13:30:15:44,27.875,-0.79004,-1.41305,-6.49421,0.06565,-0.03816,0.87027,0.31552,-0.20043,1.24957,83.04182,74.59476,142.7148,0,1,1,1,0,0,1,0,1,48615.43,3.7614679250338545,-2.1864069462192215,49.86279803685015,-6.47421
2017/04/26 - 13:30:15:45,27.875,0.26446,-0.32592,-4.76803,0.06051,-0.0328,0.86643,0.31756,-0.1971,1.25012,83.59464,74.10576,143.22389,0,1,1,1,0,0,1,0,1,48615.44,3.4669676183366116,-1.8793015680291003,49.64278224351992,-4.748030000000001
2017/04/26 - 13:30:15:46,27.875,0.27207,-1.12844,-5.03289,0.05691,-0.02388,0.86106,0.32166,-0.19211,1.25032,83.76083,73.61353,143.36299,0,1,1,1,0,0,1,0,1,48615.45,3.260702812089515,-1.3682232147724058,49.335103907534666,-5.0128900000000005
2017/04/26 - 13:30:15:47,27.875,0.87412,-1.03902,-5.43819,0.0604,-0.03459,0.861,0.32345,-0.1903,1.24908,84.25752,73.12603,143.81442,0,1,1,1,0,0,1,0,1,48615.46,3.4606650825901726,-1.9818610133575176,49.33166616076388,-5.41819
2017/04/26 - 13:30:15:48,27.8125,0.17584,-0.86667,-5.88505,0.06569,-0.04447,0.8611,0.32696,-0.18525,1.24935,84.36489,72.63221,143.88742,0,1,1,1,0,0,1,0,1,48615.47,3.7637597562143776,-2.547943314946771,49.33739573871519,-5.86505
2017/04/26 - 13:30:15:49,27.8125,0.32374,-1.15654,-5.60506,0.05785,-0.04098,0.86645,0.32979,-0.1829,1.24862,84.80743,72.14014,144.28427,0,1,1,1,0,0,1,0,1,48615.48,3.3145608448318122,-2.3479810444461138,49.64392815911018,-5.58506
2017/04/26 - 13:30:15:50,27.8125,0.24953,-0.79216,-5.64542,0.04972,-0.03106,0.85923,0.33144,-0.17943,1.24993,84.91026,71.64789,144.3625,0,1,1,1,0,0,1,0,1,48615.49,2.848746157390453,-1.7796069116763369,49.23025263102573,-5.62542
2017/04/26 - 13:30:15:51,27.8125,0.03204,-1.41411,-5.25348,0.03407,-0.03829,0.86828,0.334,-0.17763,1.2507,85.30819,71.15396,144.72722,0,1,1,1,0,0,1,0,1,48615.5,1.9520672080107149,-2.193855397555922,49.74877943561912,-5.23348
2017/04/26 - 13:30:15:52,27.8125,-0.15785,-1.15291,-5.90977,0.03739,-0.02935,0.86826,0.33733,-0.17403,1.25113,85.39166,70.65644,144.79291,0,1,1,1,0,0,1,0,1,48615.51,2.142289195994148,-1.6816311287089662,49.747633520028856,-5.88977
2017/04/26 - 13:30:15:53,27.8125,-0.25152,-1.39585,-5.68537,0.02317,-0.01855,0.85928,0.33949,-0.16931,1.25196,85.7827,70.16772,145.15742,0,1,1,1,0,0,1,0,1,48615.52,1.3275432113181174,-1.0628367099676772,49.23311742000138,-5.66537
2017/04/26 - 13:30:15:54,27.8125,0.39219,-1.88664,-5.06516,0.02688,-0.01687,0.8592,0.34344,-0.16181,1.25108,85.86408,69.67574,145.22771,0,1,1,1,0,0,1,0,1,48615.53,1.5401105533116528,-0.9665798003856988,49.22853375764033,-5.04516
2017/04/26 - 13:30:15:55,27.8125,0.12345,-1.3235,-5.28544,0.01596,-0.00947,0.84215,0.34651,-0.15932,1.25286,86.2338,69.19633,145.57451,0,1,1,1,0,0,1,0,1,48615.54,0.9144406410287937,-0.5425910319888896,48.251640716942276,-5.265440000000001
2017/04/26 - 13:30:15:56,27.8125,-0.31192,-1.24407,-5.65215,0.00888,-0.00598,0.85385,0.35049,-0.15544,1.25266,86.30723,68.70765,145.64777,0,1,1,1,0,0,1,0,1,48615.55,0.508786522076171,-0.3426287614882323,48.92200133724534,-5.63215
2017/04/26 - 13:30:15:57,27.8125,0.68686,-1.17363,-5.58712,-0.00703,-0.01311,0.8519,0.35215,-0.15349,1.25193,86.63358,68.22172,145.96275,0,1,1,1,0,0,1,0,1,48615.56,-0.4027893299769687,-0.7511476694165092,48.81027456719483,-5.56712
2017/04/26 - 13:30:15:58,27.8125,0.00594,-1.276,-5.65672,-0.0089,-0.00233,0.8466,0.35456,-0.14766,1.25404,86.68982,67.73712,146.02895,0,1,1,1,0,0,1,0,1,48615.57,-0.5099324376664327,-0.1334991662654818,48.506606935775494,-5.63672
2017/04/26 - 13:30:15:59,27.8125,-0.21571,-1.48014,-5.4945,-0.01939,-0.00593,0.85204,0.357,-0.14517,1.25257,86.99665,67.25066,146.33101,0,1,1,1,0,0,1,0,1,48615.58,-1.1109651647586662,-0.33976397251257817,48.81829597632667,-5.474500000000001
2017/04/26 - 13:30:15:60,27.8125,0.18546,-1.30808,-5.43615,-0.02115,-0.01128,0.85198,0.36123,-0.14128,1.2511,87.02433,66.76258,146.37427,0,1,1,1,0,0,1,0,1,48615.59,-1.211805736701691,-0.6462963929075686,48.814858229555874,-5.41615
2017/04/26 - 13:30:15:61,27.8125,-0.22636,-1.17852,-5.06557,-0.03718,-0.0057,0.83588,0.36559,-0.13824,1.25314,87.30027,66.28475,146.65439,0,1,1,1,0,0,1,0,1,48615.6,-2.1302570822964007,-0.32658594322456924,47.89239617939525,-5.0455700000000006
2017/04/26 - 13:30:15:62,27.8125,0.36407,-1.12097,-5.04812,-0.02827,-0.01911,0.83583,0.36738,-0.13589,1.25318,87.30541,65.80563,146.67775,0,1,1,1,0,0,1,0,1,48615.61,-1.6197516868348372,-1.094922346495003,47.8895313904196,-5.02812
2017/04/26 - 13:30:15:63,27.8125,0.23486,-1.03416,-5.77469,-0.05692,-0.00908,0.82324,0.37069,-0.13076,1.2554,87.54815,65.3344,146.93436,0,1,1,1,0,0,1,0,1,48615.62,-3.2612757698846457,-0.5202456779787875,47.168177526349886,-5.75469
2017/04/26 - 13:30:15:64,27.8125,-0.44196,-0.6352,-6.1214,-0.05162,-0.00472,0.83766,0.37426,-0.12437,1.25512,87.55237,64.85455,146.97162,0,1,1,1,0,0,1,0,1,48615.63,-2.9576081384653095,-0.27043607930174857,47.99438266692854,-6.101400000000001
2017/04/26 - 13:30:15:65,27.8125,0.01936,-0.79224,-5.31539,-0.06558,-0.00564,0.83759,0.37989,-0.11911,1.25795,87.7802,64.37467,147.21767,0,1,1,1,0,0,1,0,1,48615.64,-3.7574572204679386,-0.3231481964537843,47.99037196236262,-5.29539
2017/04/26 - 13:30:15:66,27.8125,0.15966,-0.82159,-5.75826,-0.07723,-0.00201,0.83396,0.38155,-0.11605,1.25762,87.76746,63.89693,147.2527,0,1,1,1,0,0,1,0,1,48615.65,-4.424953051795347,-0.11516451682129547,47.78238828273014,-5.73826
2017/04/26 - 13:30:15:67,27.8125,0.26593,-0.79173,-5.78096,-0.07649,0.01053,0.82672,0.38668,-0.11134,1.25743,87.9938,63.42311,147.50449,0,1,1,1,0,0,1,0,1,48615.66,-4.382554174955667,0.6033245582727568,47.36756683905542,-5.760960000000001
2017/04/26 - 13:30:15:68,27.8125,0.38185,-0.65817,-5.18093,-0.09478,-0.0109,0.83394,0.39054,-0.10996,1.25642,87.95633,62.94516,147.52336,0,1,1,1,0,0,1,0,1,48615.67,-5.430493982249943,-0.6245239966925973,47.781242367139875,-5.1609300000000005
2017/04/26 - 13:30:15:69,27.8125,0.47965,-0.247,-5.79409,-0.08805,0.00171,0.82309,0.39346,-0.10386,1.25753,88.15353,62.47271,147.75043,0,1,1,1,0,0,1,0,1,48615.68,-5.0448933861268985,0.09797578296737076,47.15958315942293,-5.77409
2017/04/26 - 13:30:15:70,27.8125,-0.14262,-0.13847,-5.59013,-0.08723,0.01604,0.81955,0.39744,-0.10109,1.25793,88.14573,62.00347,147.79813,0,1,1,1,0,0,1,0,1,48615.69,-4.997910846926171,0.9190243033898404,46.95675609994662,-5.570130000000001
2017/04/26 - 13:30:15:71,27.8125,0.24114,0.11604,-5.26282,-0.08173,0.00875,0.83206,0.39959,-0.09498,1.25917,88.34284,61.52545,148.02148,0,1,1,1,0,0,1,0,1,48615.7,-4.682784059604218,0.5013380707394703,47.67352630165528,-5.24282
